depth,exact_trajectory_correct,example_id,final_correct,invalid_call,machine,model_forwards,nontermination,one_call_edge_coverage,per_transition_accuracy,post_tool_answer_correct,seed,selected_edge_valid,stop_emitted,termination_correct,tool_calls
1,,49,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,50,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,51,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,52,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,53,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,54,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,55,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,56,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,57,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,58,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,59,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,60,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,61,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,62,1,0,M3,2,0,1.0,,1,23,1,,,1
1,,63,1,0,M3,2,0,1.0,,1,23,1,,,1
2,,0,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,1,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,2,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,3,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,4,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,5,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,6,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,7,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,8,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,9,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,10,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,11,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,12,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,13,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,14,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,15,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,16,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,17,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,18,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,19,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,20,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,21,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,22,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,23,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,24,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,25,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,26,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,27,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,28,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,29,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,30,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,31,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,32,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,33,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,34,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,35,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,36,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,37,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,38,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,39,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,40,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,41,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,42,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,43,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,44,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,45,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,46,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,47,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,48,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,49,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,50,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,51,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,52,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,53,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,54,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,55,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,56,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,57,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,58,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,59,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,60,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,61,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,62,1,0,M3,2,0,0.5,,1,23,1,,,1
2,,63,1,0,M3,2,0,0.5,,1,23,1,,,1
3,,0,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,1,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,2,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,3,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,4,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,5,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,6,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,7,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,8,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,9,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,10,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,11,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,12,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,13,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,14,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,15,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,16,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,17,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,18,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,19,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,20,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,21,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,22,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,23,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,24,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,25,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,26,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,27,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,28,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,29,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,30,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,31,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,32,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,33,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,34,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,35,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,36,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,37,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,38,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,39,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,40,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,41,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,42,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,43,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,44,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,45,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,46,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,47,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,48,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,49,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,50,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,51,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,52,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,53,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,54,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,55,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,56,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,57,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,58,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,59,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,60,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,61,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,62,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
3,,63,1,0,M3,2,0,0.3333333333333333,,1,23,1,,,1
4,,0,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,1,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,2,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,3,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,4,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,5,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,6,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,7,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,8,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,9,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,10,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,11,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,12,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,13,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,14,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,15,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,16,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,17,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,18,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,19,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,20,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,21,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,22,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,23,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,24,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,25,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,26,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,27,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,28,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,29,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,30,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,31,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,32,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,33,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,34,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,35,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,36,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,37,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,38,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,39,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,40,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,41,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,42,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,43,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,44,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,45,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,46,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,47,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,48,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,49,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,50,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,51,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,52,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,53,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,54,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,55,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,56,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,57,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,58,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,59,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,60,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,61,0,0,M3,2,0,0.25,,0,23,1,,,1
4,,62,0,1,M3,2,0,0.0,,0,23,0,,,1
4,,63,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,0,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,1,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,2,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,3,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,4,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,5,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,6,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,7,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,8,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,9,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,10,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,11,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,12,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,13,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,14,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,15,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,16,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,17,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,18,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,19,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,20,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,21,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,22,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,23,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,24,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,25,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,26,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,27,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,28,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,29,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,30,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,31,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,32,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,33,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,34,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,35,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,36,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,37,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,38,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,39,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,40,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,41,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,42,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,43,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,44,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,45,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,46,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,47,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,48,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,49,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,50,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,51,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,52,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,53,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,54,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,55,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,56,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,57,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,58,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,59,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,60,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,61,0,1,M3,2,0,0.0,,0,23,0,,,1
6,,62,0,0,M3,2,0,0.16666666666666666,,0,23,1,,,1
6,,63,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,0,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,1,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,2,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,3,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,4,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,5,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,6,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,7,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,8,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,9,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,10,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,11,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,12,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,13,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,14,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,15,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,16,1,0,M3,2,0,0.125,,1,23,1,,,1
8,,17,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,18,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,19,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,20,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,21,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,22,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,23,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,24,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,25,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,26,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,27,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,28,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,29,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,30,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,31,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,32,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,33,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,34,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,35,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,36,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,37,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,38,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,39,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,40,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,41,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,42,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,43,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,44,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,45,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,46,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,47,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,48,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,49,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,50,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,51,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,52,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,53,1,1,M3,2,0,0.0,,1,23,0,,,1
8,,54,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,55,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,56,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,57,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,58,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,59,0,0,M3,2,0,0.125,,0,23,1,,,1
8,,60,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,61,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,62,0,1,M3,2,0,0.0,,0,23,0,,,1
8,,63,0,1,M3,2,0,0.0,,0,23,0,,,1
1,,0,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,1,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,2,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,3,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,4,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,5,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,6,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,7,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,8,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,9,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,10,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,11,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,12,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,13,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,14,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,15,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,16,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,17,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,18,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,19,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,20,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,21,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,22,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,23,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,24,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,25,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,26,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,27,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,28,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,29,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,30,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,31,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,32,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,33,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,34,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,35,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,36,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,37,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,38,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,39,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,40,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,41,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,42,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,43,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,44,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,45,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,46,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,47,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,48,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,49,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,50,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,51,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,52,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,53,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,54,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,55,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,56,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,57,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,58,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,59,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,60,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,61,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,62,1,0,M3,2,0,1.0,,1,37,1,,,1
1,,63,1,0,M3,2,0,1.0,,1,37,1,,,1
2,,0,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,1,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,2,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,3,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,4,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,5,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,6,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,7,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,8,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,9,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,10,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,11,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,12,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,13,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,14,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,15,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,16,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,17,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,18,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,19,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,20,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,21,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,22,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,23,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,24,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,25,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,26,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,27,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,28,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,29,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,30,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,31,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,32,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,33,1,0,M3,2,0,0.5,,1,37,1,,,1
2,,34,1,0,M3,2,0,0.5,,1,37,1,,,1
