axis,cell_id,dependency_span,example_index,family_id,final_margin,final_rank,first_top1_layer,first_top1_location,first_top1_stage,generator_family,head_count,model_depth,model_seed,model_width,nuisance_count,parameter_count,predictive_order,raw_length,requested_dependency_span,stable_top1_layer,stable_top1_location,stable_top1_stage,top1_correct,training_budget,training_steps
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",1.1808643341064453,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",1.6155786514282227,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",1.6155786514282227,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,3,"p1:(1,):3",-0.1860818862915039,3,,,,necessary_pattern,4,2,11,64,0,85504,1,12,4,,,,0,2,800
predictive_order,3c1c7bde239d,1,4,"p1:(2,):4",1.1808643341064453,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,5,"p1:(0,):5",8.427020072937012,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,6,"p1:(3,):6",1.6155786514282227,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,7,"p1:(2,):7",1.1808643341064453,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,8,"p1:(2,):8",1.1808643341064453,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,9,"p1:(2,):9",1.1808643341064453,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,10,"p1:(1,):10",-0.1860818862915039,3,,,,necessary_pattern,4,2,11,64,0,85504,1,12,4,,,,0,2,800
predictive_order,3c1c7bde239d,1,11,"p1:(0,):11",8.427020072937012,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
predictive_order,3c1c7bde239d,1,12,"p1:(0,):12",8.427020072937012,1,2,post_sa,3,necessary_pattern,4,2,11,64,0,85504,1,12,4,2,post_sa,3,1,2,800
